NOBILIS,NOMBRE,SEXO*,NIVEL,EMERITO,INSTITUCIÓN DE ADSCRIPCIÓN,DEPENDENCIA,ESTADO,,,,,,,,,,,
DR.,"CASTILLO CAMPOHERMOSO,MARCO ANTONIO",H,C,,CENTRO DE INVESTIGACION EN QUIMICA APLICADA,DEPTO. DE PLASTICOS EN LA AGRICULTURA,COAHUILA,,,,,,,,,,,
DR.,"ESPINOSA PEREZ,GABRIEL",H,1,,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,INSTITUTO DE FISICA Y MATEMATICA,MICHOACAN,,,,,,,,,,,
DRA.,"GARCIA GARCIA,ARACELY",M,1,,UNIVERSIDAD AUTONOMA DE NUEVO LEON,FACULTAD DE MEDICINA,NUEVO LEON,,,,,,,,,,,
DRA.,"RODRIGUEZ HERNANDEZ,ANA MARGARITA",M,C,,CENTRO DE INVESTIGACION EN QUIMICA APLICADA,DEPTO. DE PLASTICOS EN LA AGRICULTURA,COAHUILA,,,,,,,,,,,
DR.,"RODRIGUEZ ROCHA,HUMBERTO",H,1,,UNIVERSIDAD AUTONOMA DE NUEVO LEON,FACULTAD DE MEDICINA,NUEVO LEON,,,,,,,,,,,
DRA.,"GARCIA CANSECO,ELOISA CARMEN",M,1,,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,CAMPUS ENSENADA,BAJA CALIFORNIA,,,,,,,,,,,
DR.,"ALVAREZ CANALES,JOSE ANTONIO DE JESUS",H,1,,SECRETARIA DE SALUD,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD BAJIO,GUANAJUATO,,,,,,,,,,,
DRA.,"?LVAREZ GARC?A,MAR?A DEL CARMEN",M,C,,UNIVERSIDAD DE COLIMA,CAMPUS EL NARANJO,COLIMA,,,,,,,,,,,
DRA.,"BRAMBILA TAPIA,ANIEL JESSICA LETICIA",M,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES EN MATEMATICAS APLICADAS..IIMAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"ROMERO ARENAS,OMAR",H,C,,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,UNIDAD ACADEMICA DE INGENIERIA AGROHIDRAULICA,PUEBLA,,,,,,,,,,,
DR.,"PICAZO VELA,SERGIO",H,1,,UNIVERSIDAD DE LAS AMERICAS PUEBLA,ESCUELA DE NEGOCIOS,PUEBLA,,,,,,,,,,,
DR.,"ARRIAGA NAVARRO,MARX",H,C,,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,INSTITUTO DE CIENCIAS SOCIALES Y ADMINISTRACION,CHIHUAHUA,,,,,,,,,,,
DR.,"CHAVEZ RIVERA,RUBEN",H,1,,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,ESCUELA DE QUIMICO FARMACOBIOLOGIA,MICHOACAN,,,,,,,,,,,
DR.,"TORRES RUIZ,RENE",H,1,,UNIVERSIDAD IBEROAMERICANA,UNIVERSIDAD IBEROAMERICANA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"CAZAREZ CASTRO,NOHE RAMON",H,C,,INSTITUTO TECNOLOGICO DE TIJUANA,INSTITUTO TECNOLOGICO DE TIJUANA,BAJA CALIFORNIA,,,,,,,,,,,
DR.,"RODRIGUEZ MAGADAN,HECTOR MAXIMINO",H,C,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES BIOMEDICAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"HERNANDEZ HERNANDEZ,VLADIMIR",H,C,,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,INSTITUTO DE ARQUITECTURA DISEÐO Y ARTE,CHIHUAHUA,,,,,,,,,,,
DRA.,"CALDERËN MART?NEZ,MAR?A GUADALUPE",M,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE ESTUDIOS SUPERIORES CUAUTITLAN,"M?XICO, EDO. DE",,,,,,,,,,,
DRA.,"CAMPOS PARRA,ALMA DELIA",M,1,,INSTITUTO NACIONAL DE CANCEROLOGIA,DIVISION DE INVESTIGACION BASICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"PACHECO AGUIRRE,JESSE",H,C,,INSTITUTO TECNOLOGICO DE CONKAL,INSTITUTO TECNOLOGICO DE CONKAL,YUCATAN,,,,,,,,,,,
DR.,"TORRES ROMERO,JULIO CESAR",H,C,,UNIVERSIDAD AUTONOMA DE YUCATAN,FACULTAD DE QUIMICA,YUCATAN,,,,,,,,,,,
DR.,"PEREZ GUTIERREZ,FRANCISCO GERARDO",H,1,,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,FACULTAD DE INGENIERIA,SAN LUIS POTOSI,,,,,,,,,,,
DR.,"BOWATER,RUSSELL JAMES",H,1,,UNIVERSIDAD AUTONOMA DE QUERETARO,FACULTAD DE INGENIERIA,QUERETARO,,,,,,,,,,,
DR.,"CARRANZA CASTILLO,OSCAR",H,C,,INSTITUTO POLITECNICO NACIONAL,ESCUELA SUPERIOR DE COMPUTO,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"MARRERO CARBALLO,RUB?N",H,1,,UNIVERSIDAD AUTONOMA DE YUCATAN,FACULTAD DE QUIMICA,YUCATAN,,,,,,,,,,,
DR.,"ZUÐIGA AVILES,LUIS ADRIAN",H,1,,SECRETARIA DE LA DEFENSA NACIONAL,SECRETARIA DE LA DEFENSA NACIONAL,"M?XICO, EDO. DE",,,,,,,,,,,
DR.,"CABRERA DE LA FUENTE,MARCELINO",H,C,,UNIVERSIDAD AUTONOMA AGRARIA ANTONIO NARRO,UNIDAD SALTILLO,COAHUILA,,,,,,,,,,,
DR.,"MERCADO LOPEZ,EUGENIO",H,1,,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,FACULTAD DE ARQUITECTURA,MICHOACAN,,,,,,,,,,,
DRA.,"AGUIAR AGUILAR,AZUL AM?RICA",M,C,,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE OCCIDENTE,DEPTO. DE ESTUDIOS SOCIOPOLITICOS Y JURIDICOS,JALISCO,,,,,,,,,,,
DR.,"MARQUEZ HERRERA,ALFREDO",H,1,,UNIVERSIDAD DE GUANAJUATO,CAMPUS IRAPUATO-SALAMANCA,GUANAJUATO,,,,,,,,,,,
DR.,"GONZALEZ TOVAR,JOSE",H,C,,UNIVERSIDAD AUTONOMA DE COAHUILA,UNIDAD SALTILLO,COAHUILA,,,,,,,,,,,
DRA.,"GARCIA DE LA TORRE,PAOLA",M,C,,INSTITUTO MEXICANO DEL SEGURO SOCIAL,COORDINACION DE INVESTIGACION EN SALUD,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"GONZALEZ ORTEGA,OMAR",H,1,,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,FACULTAD DE CIENCIAS QUIMICAS,SAN LUIS POTOSI,,,,,,,,,,,
DRA.,"MARTINEZ RIZO,ABRIL BERNARDETTE",M,C,,UNIVERSIDAD AUTONOMA DE NAYARIT,UNIDAD ACADEMICA DE MEDICINA,NAYARIT,,,,,,,,,,,
DR.,"GONZ?LEZ MORENO,DIEGO ANTONIO",H,1,,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD CUAJIMALPA,DISTRITO FEDERAL,,,,,,,,,,,
M. EN C.,"MECOTT RIVERA,GABRIEL ANGEL",H,1,,UNIVERSIDAD AUTONOMA DE NUEVO LEON,FACULTAD DE MEDICINA,NUEVO LEON,,,,,,,,,,,
DRA.,"ROMERO LOPEZ,BLANCA ESTELA",M,1,,"CENTRO DE INVESTIGACIONES BIOLOGICAS DEL NOROESTE, S.C.",PROGRAMA DE PROTECCION AMBIEBNTAL Y CONSERVACION,BAJA CALIFORNIA SUR,,,,,,,,,,,
DR.,"MUÐOZ OCHOA,MAURICIO",H,C,,INSTITUTO POLITECNICO NACIONAL,CENTRO INTERDISCIPLINARIO DE CIENCIAS MARINAS,BAJA CALIFORNIA SUR,,,,,,,,,,,
DR.,"HERNANDEZ CUEVAS,JOSE MAXIMILIANO",H,1,,UNIVERSIDAD AUTONOMA DE LA CIUDAD DE MEXICO,PLANTEL SAN LORENZO TEZONCO,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"OLVERA GUDIÐO,JOSE JUAN",H,1,,CENTRO DE INVESTIGACION Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL,PROGRAMA NORESTE,NUEVO LEON,,,,,,,,,,,
DR.,"CORTEZ LARA,ALFONSO ANDRES",H,1,,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",CENTRO DE ESTUDIOS FRONTERIZOS DEL NORTE DE MEXICO-MEXICALI,BAJA CALIFORNIA,,,,,,,,,,,
DR.,"LOPEZ TOLEDO,LEONEL ARTURO",H,1,,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,ESCUELA DE BIOLOGIA,MICHOACAN,,,,,,,,,,,
DRA.,"CISNEROS GONZALEZ,MERIT",M,1,,INSTITUTO TECNOLOGICO DEL VALLE DE GUADIANA,INSTITUTO TECNOLOGICO DEL VALLE DE GUADIANA,DURANGO,,,,,,,,,,,
DR.,"LOPEZ ASPEITIA,LUIS ERNESTO",H,C,,ESCUELA DE ALTOS ESTUDIOS EN CIENCIAS SOCIALES,ESCUELA DE ALTOS ESTUDIOS EN CIENCIAS SOCIALES,NO DISPONIBLE,,,,,,,,,,,
DR.,"ESTRADA GIL,JESUS KAROL",H,2,,UNIVERSIDAD ERASMUS,UNIVERSIDAD ERASMUS,NO DISPONIBLE,,,,,,,,,,,
DR.,"GARCIA NAJERA,ABEL",H,C,,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD CUAJIMALPA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"HERNANDEZ ALTAMIRANO,RAUL",H,1,,INSTITUTO POLITECNICO NACIONAL,CENTRO MEXICANO PARA LA PRODUCCION MAS LIMPIA,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"LEOS RIVAS,CATALINA",M,C,,UNIVERSIDAD AUTONOMA DE NUEVO LEON,FACULTAD DE CIENCIAS BIOLOGICAS,NUEVO LEON,,,,,,,,,,,
DR.,"NEGRETE DIAZ,JOSE VICENTE",H,1,,SIN INSTITUCION,,NO DISPONIBLE,,,,,,,,,,,
DR.,"MORALES GUZMAN,CARLOS CESAR",H,C,,UNIVERSIDAD VERACRUZANA,CAMPUS POZA RICA-TUXPAN,VERACRUZ,,,,,,,,,,,
DRA.,"LEMUS SANTANA,ANA ADELA",M,1,,INSTITUTO POLITECNICO NACIONAL,CENTRO DE INVESTIGACION EN CIENCIA APLICADA Y TECNOLOGIA AVANZADA DEL IPN,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"VILLEGAS SANCHEZ,CARMEN AMELIA",M,C,,INSTITUTO TECNOLOGICO DE CHETUMAL,INSTITUTO TECNOLOGICO DE CHETUMAL,QUINTANA ROO,,,,,,,,,,,
DR.,"GARZA MONTES DE OCA,NELSON FEDERICO",H,1,,UNIVERSIDAD AUTONOMA DE NUEVO LEON,FACULTAD DE INGENIERIA MECANICA Y ELECTRICA,NUEVO LEON,,,,,,,,,,,
DR.,"PEREZ SALAZAR,GABRIEL",H,1,,UNIVERSIDAD AUTONOMA DE COAHUILA,UNIDAD SALTILLO,COAHUILA,,,,,,,,,,,
DRA.,"GARZA VILLARREAL,SARA ELENA",M,C,,UNIVERSIDAD AUTONOMA DE NUEVO LEON,FACULTAD DE INGENIERIA MECANICA Y ELECTRICA,NUEVO LEON,,,,,,,,,,,
DRA.,"RODRIGUEZ TRONCOSO,ALMA PAOLA",M,C,,UNIVERSIDAD DE GUADALAJARA,CENTRO UNIVERSITARIO DE LA COSTA,JALISCO,,,,,,,,,,,
DR.,"GALAN VELEZ,FRANCISCO VICENTE",H,1,,UNIVERSIDAD IBEROAMERICANA,UNIVERSIDAD IBEROAMERICANA,DISTRITO FEDERAL,,,,,,,,,,,
M. EN C.,"RODRIGUEZ IBARRA,LUZ ESTELA",M,1,,"CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO, A.C.",UNIDAD MAZATLAN EN ACUICULTURA Y MANEJO AMBIENTAL,SINALOA,,,,,,,,,,,
DRA.,"GONZ?LEZ RAM?REZ,IMELDA DEL CARMEN",M,1,,INSTITUTO NACIONAL DE CANCEROLOGIA,DIVISION DE INVESTIGACION BASICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"CAPETILLO HERNANDEZ,JUAN",H,1,,UNIVERSIDAD VERACRUZANA,CAMPUS XALAPA,VERACRUZ,,,,,,,,,,,
DRA.,"GONZALEZ NOLASCO,JUQUILA ARACELI",M,C,,UNIVERSIDAD DEL ISTMO,CAMPUS TEHUANTEPEC,OAXACA,,,,,,,,,,,
DRA.,"THOMAS MUNOZ,ROSALBA",M,C,,UNIVERSIDAD DE COLIMA,CAMPUS COLIMA,COLIMA,,,,,,,,,,,
DR.,"DE LEON MEZA,CARLOS RENE",H,C,,UNIVERSIDAD DE GUADALAJARA,CENTRO UNIVERSITARIO DE CIENCIAS ECONOMICO ADMINISTRATIVAS,JALISCO,,,,,,,,,,,
DRA.,"MATEOS CORT?S,LAURA SELENE",M,1,,UNIVERSIDAD VERACRUZANA,CAMPUS XALAPA,VERACRUZ,,,,,,,,,,,
DRA.,"FLORES RAMOS,MONICA",M,1,,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÐIZ,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÐIZ,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"MORENO GODINEZ,MA ELENA",M,1,,UNIVERSIDAD AUTONOMA DE GUERRERO,ZONA CENTRO,GUERRERO,,,,,,,,,,,
DRA.,"ROMAN GUERRERO,ANGELICA",M,C,,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD IZTAPALAPA,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"LEGORRETA HAQUET,MARIA VICTORIA",M,1,,INSTITUTO MEXICANO DEL SEGURO SOCIAL,CENTRO MEDICO NACIONAL SIGLO XXI,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"RAMIREZ MARTINEZ,FERNANDO",H,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS NUCLEARES,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"DIAZ LOPEZ,ERNESTO",H,1,,UNIVERSIDAD TECNOLOGICA DE TEHUACAN,UNIVERSIDAD TECNOLOGICA DE TEHUACAN,PUEBLA,,,,,,,,,,,
DR.,"ALONSO GONZALEZ,OMERO",H,1,,UNIVERSIDAD AUTONOMA DE ZACATECAS,AREA ACADEMICA DE INGENIERIA Y TECNOLOGICAS,ZACATECAS,,,,,,,,,,,
DR.,"MAGALLANES RIVERA,RICARDO XICOTENCATL",H,C,,UNIVERSIDAD AUTONOMA DE COAHUILA,UNIDAD SALTILLO,COAHUILA,,,,,,,,,,,
DRA.,"DELINT RAMIREZ,ILSE",M,1,,UNIVERSIDAD AUTONOMA DE NUEVO LEON,FACULTAD DE MEDICINA,NUEVO LEON,,,,,,,,,,,
DR.,"MORALES FUENTES,ARTURO",H,1,,UNIVERSIDAD AUTONOMA DE NUEVO LEON,FACULTAD DE INGENIERIA MECANICA Y ELECTRICA,NUEVO LEON,,,,,,,,,,,
DR.,"SALGADO IBARRA,JUAN",H,1,,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",DIVISION DE ESTUDIOS JURIDICOS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"ENRIQUEZ MEDRANO,FRANCISCO JAVIER",H,1,,CENTRO DE INVESTIGACION EN QUIMICA APLICADA,DEPTO. DE SISTESIS DE POLIMEROS,COAHUILA,,,,,,,,,,,
DRA.,"PACHECO DOM?NGUEZ,REYNA LIZETTE",M,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE MEDICINA,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"PEÐA PARAS,LAURA",M,C,,UNIVERSIDAD DE MONTERREY,UNIVERSIDAD DE MONTERREY,NUEVO LEON,,,,,,,,,,,
DR.,"GONZALEZ GONZALEZ,CESAR ALFREDO",H,C,,INSTITUTO DE GERIATRIA,INSTITUTO DE GERIATRIA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"BRITO BRITO,ZABDIEL",H,C,,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE OCCIDENTE,DEPTO. DE ELECTRONICA SISTEMAS E INFORMATIC A,JALISCO,,,,,,,,,,,
DRA.,"JUAREZ SANTACRUZ,LIBERTAD",M,C,,UNIVERSIDAD AUTONOMA DE TLAXCALA,CENTRO DE INVESTIGACIONES EN GENETICA Y AMBIENTE,TLAXCALA,,,,,,,,,,,
DR.,"ALVAREZ FILIP,LORENZO",H,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS DEL MAR Y LIMNOLOGIA,QUINTANA ROO,,,,,,,,,,,
DR.,"TREJO ESCAREÐO,HECTOR IDILIO",H,C,,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,CAMPUS GOMEZ PALACIO,DURANGO,,,,,,,,,,,
DR.,"LËPEZ HUERTA,JOS? ALFREDO",H,C,,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,FACULTAD DE PSICOLOGIA,SAN LUIS POTOSI,,,,,,,,,,,
DR.,"GARCIA HERNANDEZ,SAUL",H,1,,INSTITUTO TECNOLOGICO DE MORELIA,INSTITUTO TECNOLOGICO DE MORELIA,MICHOACAN,,,,,,,,,,,
DRA.,"ALBAÐEZ LUCERO,MIRTHA ORALIA",M,C,,INSTITUTO POLITECNICO NACIONAL,CENTRO INTERDISCIPLINARIO DE CIENCIAS MARINAS,BAJA CALIFORNIA SUR,,,,,,,,,,,
DRA.,"MENDOZA PINTO,CLAUDIA",M,2,,INSTITUTO MEXICANO DEL SEGURO SOCIAL,CENTRO DE INVESTIGACION BIOMEDICA DE ORIENTE,PUEBLA,,,,,,,,,,,
DR.,"HERNANDEZ SOUBERVIELLE,JOSE ARMANDO",H,1,,"EL COLEGIO DE SAN LUIS, A.C.",PROGRAMA HISTORIA,SAN LUIS POTOSI,,,,,,,,,,,
DR.,"CARDENAS FLORES,ANTONIO",H,1,,CENTRO DE INVESTIGACION EN QUIMICA APLICADA,DEPTO. DE PLASTICOS EN LA AGRICULTURA,COAHUILA,,,,,,,,,,,
DR.,"SANCHEZ SANCHEZ,ERNESTO",H,C,,UNIVERSIDAD AUTONOMA DE SINALOA,CAMPUS CULIACAN,SINALOA,,,,,,,,,,,
DRA.,"SANCHEZ PLATA,FABIANA",M,C,,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,INSTITUTO DE CIENCIAS AGROPECUARIAS Y RURALES,"M?XICO, EDO. DE",,,,,,,,,,,
DR.,"ESPARZA LEAL,HECTOR MANUEL",H,1,,INSTITUTO POLITECNICO NACIONAL,CENTRO INTERDISCIPLINARIO DE INV. PARA EL DESARROLLO..CIIDIR,SINALOA,,,,,,,,,,,
DR.,"GOMEZ PERALTA,HECTOR",H,1,,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,INSTITUTO PROFESIONAL DE LA REGION ORIENTE,MORELOS,,,,,,,,,,,
DR.,"MBALLA,LOUIS VALENTIN",H,C,,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,FACULTAD DE CONTADURIA Y ADMINISTRACION,SAN LUIS POTOSI,,,,,,,,,,,
BIOL.,"HERN?NDEZ RES?NDIZ,SAURI",M,C,,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,DIRECCION DE INVESTIGACION,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"RAM?REZ ANGUIANO,ANA CRISTINA",M,1,,UNIVERSIDAD DE GUADALAJARA,CENTRO UNIVERSITARIO DE CIENCIAS EXACTAS E INGENIERIAS,JALISCO,,,,,,,,,,,
DRA.,"SANSINENEA ROYANO,ESTIBALIZ",M,1,,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,FACULTAD DE CIENCIAS QUIMICAS,PUEBLA,,,,,,,,,,,
DRA.,"FIGUEROA CASTRO,DULCE MARIA",M,1,,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,FACULTAD DE BIOLOGIA,PUEBLA,,,,,,,,,,,
DR.,"RAMIREZ CACHO,SERGIO IVAN",H,1,,UNIVERSIDAD DE COLIMA,CAMPUS EL NARANJO,COLIMA,,,,,,,,,,,
M. EN C.,"M?NDEZ MART?NEZ,ROCIO SUSANA",M,C,,INSTITUTO NACIONAL DE CANCEROLOGIA,DIVISION DE INVESTIGACION BASICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"PEÐA RAMIREZ,JAIME",H,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE ESTUDIOS SUPERIORES ACATLAN,"M?XICO, EDO. DE",,,,,,,,,,,
DRA.,"CONTRERAS GARCIA,IRAZU",M,1,,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,FACULTAD DE MEDICINA,"M?XICO, EDO. DE",,,,,,,,,,,
DR.,"BENGOCHEA VILLEGAS,GABRIEL",H,1,,UNIVERSIDAD AUTONOMA DE LA CIUDAD DE MEXICO,PLANTEL SAN LORENZO TEZONCO,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"DELGADO SANCHEZ,GUADALUPE",M,1,,INSTITUTO NACIONAL DE SALUD PUBLICA,CENTRO DE INVESTIGACIONES SOBRE ENFERMEDADES INFECCIOSAS,MORELOS,,,,,,,,,,,
DR.,"RODR?GUEZ CUEVAS,JORGE",H,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE INGENIERIA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"GOMEZ VIEYRA,ARMANDO",H,1,,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD AZCAPOTZALCO,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"CORRALES ESCOBOSA,ALMA ROSA",M,1,,UNIVERSIDAD DE GUANAJUATO,CAMPUS GUANAJUATO,GUANAJUATO,,,,,,,,,,,
DR.,"GARCIA CHAN,NESTOR",H,1,,UNIVERSIDAD DE GUADALAJARA,CENTRO UNIVERSITARIO DE CIENCIAS EXACTAS E INGENIERIAS,JALISCO,,,,,,,,,,,
DRA.,"GARCIA PARRA,MARIA DOLORES",M,C,,CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISEÐO DEL EDO. DE JALISCO,DIVISION DE TRANSFORMACION DE AGRO-RECURSOS,JALISCO,,,,,,,,,,,
DR.,"MUNGUIA ALCALA,RODRIGO FRANCISCO",H,1,,UNIVERSIDAD DE GUADALAJARA,CENTRO UNIVERSITARIO DE CIENCIAS EXACTAS E INGENIERIAS,JALISCO,,,,,,,,,,,
DRA.,"GARCIA GUTIERREZ,MARIA CARLOTA",M,1,,UNIVERSIDAD AUTONOMA DE QUERETARO,FACULTAD DE MEDICINA,QUERETARO,,,,,,,,,,,
DR.,"RODRIGUEZ VAZQUEZ,LUIS MIGUEL",H,C,,INSTITUTO TECNOLOGICO DE PARRAL,INSTITUTO TECNOLOGICO DE PARRAL,CHIHUAHUA,,,,,,,,,,,
DR.,"VALENCIA PALOMO,GUILLERMO",H,1,,INSTITUTO TECNOLOGICO DE HERMOSILLO,INSTITUTO TECNOLOGICO DE HERMOSILLO,SONORA,,,,,,,,,,,
DR.,"LEY DE COSS,ALEJANDRO",H,1,,UNIVERSIDAD AUTONOMA DE CHIAPAS,CAMPUS IV TAPACHULA,CHIAPAS,,,,,,,,,,,
DRA.,"POZAS LOYO,JULIA",M,C,,"EL COLEGIO DE MEXICO, A.C.",CENTRO DE ESTUDIOS LINGUISTICOS Y LITERARIOS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"FUENTES KRAFFCZYK,FELIPE OLIVER",H,C,,UNIVERSIDAD DE GUANAJUATO,CAMPUS GUANAJUATO,GUANAJUATO,,,,,,,,,,,
DRA.,"CANTORAL DOMINGUEZ,KARLA",M,1,,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,DIVISION ACADEMICA DE CIENCIAS SOCIALES Y HUMANIDADES,TABASCO,,,,,,,,,,,
DR.,"ORDAZ CORTES,ALBERTO",H,1,,UNIVERSIDAD MEXIQUENSE DEL BICENTENARIO,UNIDAD DE ESTUDIOS SUPERIORES TULTITLAN,"M?XICO, EDO. DE",,,,,,,,,,,
DRA.,"REYES MUNGUIA,ABIGAIL",M,C,,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,UNIDAD ACADEMICA MULTIDISCIPLINARIA ZONA HUASTECA,SAN LUIS POTOSI,,,,,,,,,,,
DRA.,"MIRELES C?RDENAS,CELIA",M,1,,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,ESCUELA DE BIBLIOTECOLOGIA E INFORMACION,SAN LUIS POTOSI,,,,,,,,,,,
DR.,"BRINGAS NOSTTI,RAUL",H,1,,UNIVERSIDAD DE LAS AMERICAS PUEBLA,ESCUELA DE NEGOCIOS,PUEBLA,,,,,,,,,,,
DRA.,"PEREZ MORALES,MARIA EUGENIA",M,1,,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,CAMPUS TIJUANA-TECATE,BAJA CALIFORNIA,,,,,,,,,,,
DR.,"CURIEL ALVAREZ,MARIO ALBERTO",H,1,,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,CAMPUS MEXICALI,BAJA CALIFORNIA,,,,,,,,,,,
DR.,"ORTIZ MUÐIZ,BENIGNO",H,C,,INSTITUTO TECNOLOGICO SUPERIOR DE TIERRA BLANCA,INSTITUTO TECNOLOGICO SUPERIOR DE TIERRA BLANCA,VERACRUZ,,,,,,,,,,,
DR.,"WOOLRICH PIÐA,GUILLERMO ALFONSO",H,C,,INSTITUTO POLITECNICO NACIONAL,ESCUELA SUPERIOR DE INGENIERIA Y ARQUITECTURA,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"BERISTAIN RUIZ,DIANA MARCELA",M,C,,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,INSTITUTO DE CIENCIAS BIOMEDICAS,CHIHUAHUA,,,,,,,,,,,
DR.,"REYES DURAN,JOSE FRANCISCO",H,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,ESCUELA NACIONAL DE ESTUDIOS SUPERIORES UNIDAD LEON,GUANAJUATO,,,,,,,,,,,
DR.,"QUINTERO ELISEA,JUAN ALBERTO",H,C,,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,INSTITUTO DE CIENCIAS BIOMEDICAS,CHIHUAHUA,,,,,,,,,,,
DR.,"WIECHERS MEDINA,CARLOS HERMAN",H,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS NUCLEARES,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"SOTO REYES SOLIS,ERNESTO",H,1,,INSTITUTO NACIONAL DE CANCEROLOGIA,DIVISION DE INVESTIGACION BASICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"CONTRERAS MEDINA,RAUL",H,1,,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,FACULTAD DE CIENCIAS,OAXACA,,,,,,,,,,,
